### ChExMix output
#Condition	Name	Index	TotalSigCount	SigCtrlScaling	SignalFraction
#Condition	SAMPLE	0	3649046.0	0.655	0.599
#Replicate	ParentCond	Name	Index	SigCount	CtrlCount	SigCtrlScaling	SignalFraction
#Replicate	SAMPLE	SAMPLE:1	0	3649046.0	5052701.0	0.6554	0.599
#
#Point	SAMPLE_Sig	SAMPLE_Ctrl	SAMPLE_log2Fold	SAMPLE_log2Q	ActiveConds
chrec2:4621943	132.7	35.0	2.535	-64.549	1
chrec2:1241747	157.2	53.2	2.173	-64.042	1
chrec2:1702535	139.7	38.2	2.479	-64.035	1
chrec2:445926	143.6	41.2	2.411	-63.782	1
chrec2:1105148	125.6	29.3	2.710	-63.686	1
chrec2:2835891	133.9	35.9	2.507	-63.596	1
chrec2:904204	231.1	113.0	1.642	-63.310	1
chrec2:3524424	172.4	64.5	2.028	-62.734	1
chrec2:700792	149.2	48.5	2.232	-62.731	1
chrec2:3522168	188.8	78.9	1.869	-62.704	1
chrec2:3487582	160.5	55.7	2.136	-62.603	1
chrec2:4377426	205.7	91.8	1.773	-62.446	1
chrec2:510643	128.1	33.3	2.552	-62.445	1
chrec2:2815421	201.0	89.1	1.783	-62.193	1
chrec2:2073451	190.0	79.8	1.862	-62.156	1
chrec2:692321	166.4	62.2	2.028	-61.980	1
chrec2:3961041	151.1	49.9	2.208	-61.973	1
chrec2:931444	152.5	51.4	2.178	-61.942	1
chrec2:3461271	311.3	191.7	1.309	-61.633	1
chrec2:390148	150.5	49.6	2.210	-61.258	1
chrec2:2872037	154.0	51.9	2.178	-61.215	1
chrec2:904940	123.9	31.1	2.605	-61.114	1
chrec2:4111793	201.3	90.6	1.762	-61.071	1
chrec2:3097195	227.3	113.8	1.608	-60.947	1
chrec2:4197280	2829.9	3356.7	0.363	-60.871	1
chrec2:3625642	142.8	44.5	2.292	-59.956	1
chrec2:1927804	191.4	85.0	1.780	-59.936	1
chrec2:2418096	159.9	58.8	2.052	-59.864	1
chrec2:2975053	300.9	186.0	1.304	-59.704	1
chrec2:191798	172.4	69.6	1.918	-59.575	1
chrec2:1340918	132.9	39.1	2.375	-59.558	1
chrec2:526961	121.7	8.5	4.453	-59.347	1
chrec2:4607811	121.5	19.0	3.286	-59.348	1
chrec2:2877163	121.4	21.1	3.136	-59.349	1
chrec2:2139984	121.1	23.6	2.972	-59.350	1
chrec2:1117135	179.8	76.0	1.852	-59.278	1
chrec2:2084849	222.1	111.6	1.603	-59.014	1
chrec2:932513	171.5	69.6	1.910	-58.920	1
chrec2:4614030	209.6	100.8	1.666	-58.431	1
chrec2:3093701	129.7	37.0	2.420	-58.187	1
chrec2:4431797	120.8	28.2	2.710	-58.042	1
chrec2:4548662	132.1	41.1	2.295	-57.988	1
chrec2:4604897	146.7	51.1	2.131	-57.714	1
chrec2:532195	124.2	34.5	2.458	-57.701	1
chrec2:52599	218.6	109.9	1.602	-57.670	1
chrec2:567498	125.5	36.5	2.390	-57.565	1
chrec2:2598017	300.6	190.4	1.268	-57.366	1
chrec2:4034011	160.2	61.4	1.995	-57.245	1
chrec2:1681186	158.1	60.4	1.996	-57.191	1
chrec2:3215395	119.8	30.0	2.608	-56.749	1
chrec2:3868244	134.9	42.8	2.265	-56.407	1
chrec2:3101628	136.8	44.7	2.222	-56.368	1
chrec2:2760394	119.7	33.4	2.451	-56.343	1
chrec2:490072	143.6	49.2	2.154	-56.318	1
chrec2:429782	137.4	47.0	2.158	-55.630	1
chrec2:3191646	120.8	34.3	2.428	-55.447	1
chrec2:2293421	120.7	34.1	2.436	-55.448	1
chrec2:1295055	159.3	63.0	1.947	-55.310	1
chrec2:3126841	143.2	51.4	2.086	-54.930	1
chrec2:4579934	124.0	36.9	2.359	-54.489	1
chrec2:2766052	137.5	48.1	2.125	-54.213	1
chrec2:2989803	117.9	9.6	4.229	-54.194	1
chrec2:1846221	117.4	20.9	3.099	-54.194	1
chrec2:2422483	155.4	61.9	1.938	-53.909	1
chrec2:3041856	150.6	58.9	1.963	-53.771	1
chrec2:659294	125.4	38.6	2.311	-53.682	1
chrec2:1557469	131.2	43.7	2.197	-53.545	1
chrec2:3298036	165.3	71.0	1.829	-53.174	1
chrec2:1290672	187.2	91.5	1.643	-53.107	1
chrec2:2434115	149.9	58.8	1.961	-53.104	1
chrec2:3473740	215.9	114.6	1.524	-53.056	1
chrec2:2041569	179.1	82.5	1.728	-52.956	1
chrec2:664431	216.2	116.9	1.496	-52.689	1
chrec2:3589717	202.3	104.1	1.569	-52.302	1
chrec2:4243874	124.2	41.1	2.204	-52.184	1
chrec2:3380534	138.6	51.3	2.043	-52.176	1
chrec2:2228289	151.2	62.5	1.886	-51.933	1
chrec2:1064457	116.3	15.3	3.540	-51.729	1
chrec2:4184881	116.2	19.9	3.158	-51.730	1
chrec2:1656962	116.6	33.6	2.405	-51.731	1
chrec2:1363362	132.3	46.8	2.110	-51.420	1
chrec2:3200503	191.9	97.6	1.585	-51.406	1
chrec2:4626373	115.7	8.1	4.446	-51.059	1
chrec2:3360728	115.5	22.5	2.972	-51.060	1
chrec2:4596062	115.3	26.8	2.717	-51.061	1
chrec2:3923916	117.5	35.3	2.344	-50.911	1
chrec2:2720940	123.3	39.8	2.241	-50.755	1
chrec2:2975680	147.3	60.6	1.891	-50.538	1
chrec2:392218	159.7	68.8	1.825	-50.516	1
chrec2:2799342	165.3	75.1	1.747	-49.778	1
chrec2:813893	114.6	22.8	2.941	-49.694	1
chrec2:3233424	134.4	51.5	1.994	-49.453	1
chrec2:2101889	150.0	63.0	1.862	-49.427	1
chrec2:1260126	117.4	37.0	2.277	-49.397	1
chrec2:2940664	120.4	41.0	2.163	-49.331	1
chrec2:2912458	145.4	60.7	1.870	-49.231	1
chrec2:4434340	235.3	141.5	1.344	-49.049	1
chrec2:2453061	167.5	78.2	1.708	-48.840	1
chrec2:3382016	238.3	146.2	1.315	-48.689	1
chrec2:2677146	113.8	34.5	2.332	-48.476	1
chrec2:4163892	113.6	29.9	2.534	-48.477	1
chrec2:4350276	113.4	30.1	2.522	-48.478	1
chrec2:4197844	2335.2	2787.8	0.354	-48.361	1
chrec2:3516264	153.7	69.2	1.760	-47.366	1
chrec2:1154840	112.7	29.6	2.538	-47.238	1
chrec2:570810	112.7	21.2	3.021	-47.239	1
chrec2:1650129	118.7	40.1	2.175	-47.211	1
chrec2:4380720	305.7	215.2	1.116	-47.188	1
chrec2:458016	223.5	133.4	1.354	-46.889	1
chrec2:3763423	170.1	85.1	1.608	-46.483	1
chrec2:2091885	155.9	72.1	1.723	-46.408	1
chrec2:849393	144.9	63.8	1.792	-46.229	1
chrec2:898910	204.3	117.0	1.413	-46.079	1
chrec2:2713191	170.8	86.9	1.584	-46.069	1
chrec2:2849481	111.8	32.7	2.382	-46.016	1
chrec2:2991835	111.7	18.2	3.226	-46.017	1
chrec2:1257914	111.6	9.3	4.197	-46.018	1
chrec2:1793886	111.4	17.0	3.325	-46.019	1
chrec2:972133	111.1	22.5	2.911	-46.020	1
chrec2:134323	137.2	57.1	1.874	-45.790	1
chrec2:2287722	242.8	154.3	1.264	-45.535	1
chrec2:1434874	170.7	87.8	1.569	-45.083	1
chrec2:3873506	110.9	17.9	3.241	-44.830	1
chrec2:3836081	110.9	7.8	4.446	-44.831	1
chrec2:1243699	110.7	23.4	2.854	-44.832	1
chrec2:3857716	145.6	66.8	1.734	-44.607	1
chrec2:3628970	180.2	96.3	1.514	-44.510	1
chrec2:733862	170.2	87.5	1.569	-44.506	1
chrec2:4076380	113.7	41.0	2.082	-44.420	1
chrec2:4065761	215.9	131.7	1.323	-44.077	1
chrec2:1427120	125.4	49.2	1.961	-44.034	1
chrec2:719522	119.5	45.0	2.020	-43.840	1
chrec2:3874379	118.8	45.7	1.988	-43.841	1
chrec2:3299797	141.2	63.4	1.766	-43.715	1
chrec2:4174719	109.0	34.0	2.289	-43.654	1
chrec2:3789646	127.8	52.9	1.884	-43.549	1
chrec2:3342106	191.0	109.8	1.408	-43.399	1
chrec2:2918895	124.1	49.3	1.940	-43.375	1
chrec2:3819723	119.5	46.6	1.969	-43.228	1
chrec2:820262	118.3	44.8	2.011	-43.167	1
chrec2:3464352	116.5	43.3	2.039	-43.115	1
chrec2:3003348	113.5	42.3	2.033	-43.073	1
chrec2:3772705	179.3	98.1	1.480	-43.039	1
chrec2:3813085	136.6	59.6	1.808	-42.830	1
chrec2:601135	108.3	28.2	2.552	-42.488	1
chrec2:3091543	146.5	69.0	1.696	-42.451	1
chrec2:1921900	112.4	42.6	2.010	-42.390	1
chrec2:19656	127.9	53.6	1.864	-42.357	1
chrec2:4433581	135.2	59.7	1.788	-42.202	1
chrec2:3712925	245.1	165.7	1.175	-41.898	1
chrec2:526158	129.0	56.4	1.804	-41.828	1
chrec2:631786	135.6	61.8	1.742	-41.712	1
chrec2:4540681	112.0	42.1	2.021	-41.711	1
chrec2:455849	155.8	78.0	1.608	-41.677	1
chrec2:3530248	109.6	40.4	2.049	-41.669	1
chrec2:3585384	208.2	129.0	1.301	-41.583	1
chrec2:3827113	196.6	118.5	1.340	-41.535	1
chrec2:4026756	145.7	71.2	1.643	-41.410	1
chrec2:3202854	107.9	35.4	2.216	-41.340	1
chrec2:892346	107.8	36.6	2.169	-41.341	1
chrec2:2589814	107.2	11.6	3.819	-41.342	1
chrec2:1400383	161.4	84.7	1.540	-41.267	1
chrec2:4270654	144.2	69.8	1.656	-41.250	1
chrec2:4452504	199.2	121.6	1.321	-40.953	1
chrec2:1635851	168.3	91.8	1.484	-40.563	1
chrec2:77349	163.5	87.0	1.519	-40.520	1
chrec2:3744313	111.7	43.7	1.962	-40.426	1
chrec2:3986453	109.6	42.1	1.989	-40.363	1
chrec2:3870640	107.0	8.9	4.200	-40.200	1
chrec2:1634182	106.7	24.8	2.712	-40.201	1
chrec2:3842248	106.4	31.5	2.367	-40.202	1
chrec2:4538451	106.3	38.2	2.084	-40.203	1
chrec2:71305	130.2	58.3	1.769	-40.201	1
chrec2:3934158	129.8	59.4	1.737	-40.202	1
chrec2:1999007	269.2	194.3	1.080	-40.188	1
chrec2:2061972	1626.2	1902.7	0.383	-39.965	1
chrec2:2815530	130.5	60.6	1.715	-39.722	1
chrec2:4401769	178.4	104.9	1.376	-39.545	1
chrec2:743206	105.8	33.4	2.273	-39.074	1
chrec2:3073896	121.1	52.0	1.829	-39.052	1
chrec2:3927409	116.0	50.3	1.814	-38.173	1
chrec2:567639	104.7	31.2	2.354	-37.955	1
chrec2:162072	128.5	59.8	1.712	-37.874	1
chrec2:2741471	119.5	51.9	1.813	-37.782	1
chrec2:3104291	123.5	57.8	1.706	-37.573	1
chrec2:376754	150.5	82.4	1.479	-37.474	1
chrec2:279088	103.7	36.2	2.127	-36.851	1
chrec2:3324196	118.6	54.0	1.744	-36.663	1
chrec2:9256	169.3	102.0	1.341	-36.452	1
chrec2:4132923	122.4	56.5	1.725	-36.342	1
chrec2:663141	110.6	48.0	1.813	-36.135	1
chrec2:4504627	127.3	63.8	1.606	-35.790	1
chrec2:1007603	102.6	36.0	2.118	-35.761	1
chrec2:4495445	102.0	23.2	2.746	-35.762	1
chrec2:1923785	142.9	77.6	1.490	-35.747	1
chrec2:3976433	153.6	88.2	1.411	-35.541	1
chrec2:2535701	149.6	83.0	1.460	-35.452	1
chrec2:3472427	106.9	44.3	1.882	-35.261	1
chrec2:3672172	180.4	113.1	1.284	-35.220	1
chrec2:3295582	140.7	75.0	1.517	-34.983	1
chrec2:2091307	301.8	244.6	0.913	-34.734	1
chrec2:3840053	102.0	33.4	2.219	-34.688	1
chrec2:3634118	101.9	35.4	2.133	-34.689	1
chrec2:3841287	101.7	5.5	4.818	-34.689	1
chrec2:4598626	101.5	37.3	2.054	-34.690	1
chrec2:3289534	116.7	55.9	1.671	-34.360	1
chrec2:3954764	125.1	63.0	1.599	-34.024	1
chrec2:1229262	100.3	33.1	2.209	-33.625	1
chrec2:65817	100.1	35.5	2.106	-33.626	1
chrec2:4062173	131.4	69.4	1.530	-33.625	1
chrec2:2940382	106.1	48.3	1.744	-32.984	1
chrec2:3975036	165.4	105.2	1.263	-32.804	1
chrec2:4076606	117.9	60.8	1.566	-31.897	1
chrec2:898362	104.1	47.5	1.741	-31.739	1
chrec2:4056249	121.1	63.8	1.534	-31.697	1
chrec2:1903634	98.4	12.5	3.583	-31.539	1
chrec2:2489807	98.3	28.2	2.412	-31.540	1
chrec2:1313984	99.4	45.7	1.730	-31.450	1
chrec2:4208408	117.3	59.7	1.584	-31.317	1
chrec2:2070373	259.8	208.7	0.926	-31.134	1
chrec2:2997081	109.1	54.5	1.612	-30.583	1
chrec2:1919441	118.2	63.8	1.499	-30.554	1
chrec2:1442533	97.9	27.0	2.466	-30.519	1
chrec2:1484720	97.5	22.0	2.761	-30.520	1
chrec2:1796866	97.4	39.1	1.927	-30.521	1
chrec2:927964	97.3	40.7	1.868	-30.522	1
chrec2:99361	139.3	83.1	1.354	-30.075	1
chrec2:4040638	112.8	59.2	1.540	-29.971	1
chrec2:4343490	101.6	47.6	1.704	-29.906	1
chrec2:778111	150.6	96.0	1.259	-29.882	1
chrec2:4506708	131.8	77.7	1.372	-29.707	1
chrec2:2077983	202.0	148.2	1.056	-29.652	1
chrec2:2921686	109.3	55.1	1.598	-29.594	1
chrec2:4508720	96.9	14.8	3.322	-29.517	1
chrec2:3433450	96.8	34.7	2.091	-29.518	1
chrec2:2291932	96.6	31.7	2.216	-29.519	1
chrec2:150385	96.5	29.8	2.305	-29.520	1
chrec2:201468	299.6	259.2	0.819	-29.494	1
chrec2:817106	102.7	49.3	1.669	-29.475	1
chrec2:2816158	173.1	119.4	1.146	-28.956	1
chrec2:2859887	95.6	29.9	2.288	-28.526	1
chrec2:2306880	95.2	14.4	3.339	-28.527	1
chrec2:2717712	111.4	61.0	1.479	-28.460	1
chrec2:3531629	102.4	51.0	1.616	-28.459	1
chrec2:2742236	127.4	75.9	1.356	-28.425	1
chrec2:3439005	105.3	54.0	1.574	-28.246	1
chrec2:1278024	117.8	66.5	1.435	-28.184	1
chrec2:3679720	132.7	79.4	1.349	-28.061	1
chrec2:981427	95.6	47.1	1.631	-27.932	1
chrec2:3326588	260.8	218.8	0.863	-27.895	1
chrec2:2718569	94.9	27.8	2.379	-27.552	1
chrec2:1397783	94.9	35.3	2.035	-27.553	1
chrec2:3634225	94.8	43.9	1.721	-27.554	1
chrec2:3363780	94.1	30.7	2.227	-27.555	1
chrec2:3802612	94.1	38.6	1.894	-27.556	1
chrec2:1827537	94.1	20.5	2.807	-27.556	1
chrec2:778533	195.4	146.7	1.023	-27.266	1
chrec2:2411486	108.1	58.1	1.505	-27.136	1
chrec2:1413169	98.1	49.8	1.589	-27.104	1
chrec2:2316932	114.2	64.6	1.432	-26.880	1
chrec2:3363321	94.0	35.5	2.012	-26.593	1
chrec2:881079	93.4	15.7	3.183	-26.594	1
chrec2:1493203	93.4	23.6	2.596	-26.595	1
chrec2:2786499	93.3	15.9	3.164	-26.595	1
chrec2:3199821	117.8	69.8	1.366	-26.471	1
chrec2:4624689	138.0	88.8	1.245	-26.452	1
chrec2:2817331	318.2	290.0	0.743	-26.296	1
chrec2:2103480	228.3	186.3	0.903	-26.119	1
chrec2:2341469	117.5	68.7	1.384	-25.942	1
chrec2:2281126	451.7	456.0	0.596	-25.900	1
chrec2:4120067	98.5	52.9	1.506	-25.759	1
chrec2:3085886	204.9	162.0	0.949	-25.661	1
chrec2:3266966	92.9	11.0	3.682	-25.650	1
chrec2:2494174	92.8	35.4	2.002	-25.651	1
chrec2:578122	92.4	26.3	2.421	-25.652	1
chrec2:4300610	92.2	12.2	3.532	-25.652	1
chrec2:1006903	195.3	154.0	0.953	-25.371	1
chrec2:395767	97.7	52.9	1.493	-25.195	1
chrec2:3975634	165.1	122.0	1.046	-25.159	1
chrec2:2092086	152.9	107.7	1.116	-25.143	1
chrec2:4543579	91.9	35.7	1.974	-24.719	1
chrec2:4263931	91.8	10.4	3.750	-24.719	1
chrec2:3013846	91.7	26.9	2.377	-24.720	1
chrec2:1997693	91.5	37.0	1.915	-24.721	1
chrec2:3015038	91.5	26.2	2.415	-24.722	1
chrec2:28324	91.4	22.6	2.628	-24.723	1
chrec2:4583934	91.0	26.1	2.413	-24.724	1
chrec2:3649973	284.9	257.9	0.753	-24.012	1
chrec2:2666537	90.8	29.2	2.248	-23.802	1
chrec2:4005359	90.5	31.0	2.155	-23.803	1
chrec2:1554424	90.5	22.5	2.618	-23.804	1
chrec2:3481792	90.2	16.0	3.106	-23.805	1
chrec2:1808047	90.1	25.6	2.423	-23.806	1
chrec2:2354812	91.8	49.9	1.488	-23.659	1
chrec2:552378	103.1	60.1	1.388	-23.531	1
chrec2:1610749	96.3	54.0	1.444	-23.183	1
chrec2:3459509	1714.2	2168.9	0.270	-22.996	1
chrec2:40949	89.9	38.8	1.822	-22.902	1
chrec2:1663572	89.7	27.3	2.323	-22.903	1
chrec2:1792954	89.4	15.0	3.186	-22.904	1
chrec2:3839393	89.3	14.9	3.195	-22.904	1
chrec2:51967	107.9	66.9	1.299	-22.884	1
chrec2:2437341	110.7	70.2	1.267	-22.847	1
chrec2:3394291	101.0	60.9	1.338	-22.472	1
chrec2:3474539	194.4	161.7	0.875	-22.294	1
chrec2:2060219	670.2	753.9	0.440	-22.287	1
chrec2:2113445	165.8	128.8	0.974	-22.175	1
chrec2:3446684	159.2	121.3	1.002	-22.160	1
chrec2:253430	88.8	28.8	2.236	-22.019	1
chrec2:3204948	88.4	23.1	2.548	-22.019	1
chrec2:1594188	88.3	29.4	2.194	-22.020	1
chrec2:2325363	88.2	23.4	2.525	-22.021	1
chrec2:2465947	88.0	11.7	3.524	-22.022	1
chrec2:3841060	88.0	7.2	4.228	-22.023	1
chrec2:500478	133.3	93.3	1.124	-21.991	1
chrec2:1981841	91.7	53.0	1.402	-21.881	1
chrec2:3939994	104.2	64.5	1.301	-21.629	1
chrec2:3834391	106.8	67.9	1.263	-21.604	1
chrec2:3439339	88.4	49.1	1.457	-21.440	1
chrec2:3346983	99.0	60.6	1.317	-21.435	1
chrec2:1152517	122.8	84.6	1.147	-21.412	1
chrec2:1954380	117.4	78.1	1.198	-21.362	1
chrec2:4383685	87.9	36.1	1.896	-21.153	1
chrec2:3397689	87.8	37.6	1.831	-21.154	1
chrec2:3868480	87.6	26.9	2.312	-21.155	1
chrec2:238215	87.6	8.7	3.937	-21.156	1
chrec2:1508461	87.6	28.7	2.219	-21.156	1
chrec2:4142675	87.5	33.0	2.014	-21.157	1
chrec2:3217981	87.4	31.9	2.064	-21.158	1
chrec2:2543444	87.3	19.2	2.790	-21.159	1
chrec2:2233921	87.1	20.0	2.733	-21.160	1
chrec2:173368	117.9	79.9	1.171	-21.142	1
chrec2:2406443	185.6	152.7	0.891	-21.068	1
chrec2:3398295	157.6	122.3	0.976	-20.771	1
chrec2:2599081	87.0	36.4	1.867	-20.302	1
chrec2:2970206	86.8	42.1	1.652	-20.303	1
chrec2:1156455	86.5	35.0	1.914	-20.303	1
chrec2:4505558	86.3	28.4	2.215	-20.304	1
chrec2:4035014	96.4	62.2	1.242	-19.641	1
chrec2:1963828	85.6	31.9	2.033	-19.460	1
chrec2:2166361	85.5	37.0	1.819	-19.461	1
chrec2:2238447	85.4	17.2	2.922	-19.462	1
chrec2:880916	85.4	30.4	2.099	-19.463	1
chrec2:3826667	85.3	50.3	1.372	-19.464	1
chrec2:3908656	85.0	38.7	1.746	-19.464	1
chrec2:893334	85.0	38.4	1.756	-19.465	1
chrec2:1771627	85.0	41.4	1.648	-19.466	1
chrec2:3758572	207.4	183.8	0.784	-19.465	1
chrec2:188775	111.8	78.6	1.118	-19.028	1
chrec2:2779977	85.4	50.9	1.357	-18.996	1
chrec2:1803074	115.7	83.8	1.075	-18.879	1
chrec2:3037960	100.8	68.4	1.170	-18.675	1
chrec2:2390056	84.4	29.7	2.117	-18.642	1
chrec2:1394265	84.1	15.4	3.058	-18.642	1
chrec2:2717638	115.2	82.8	1.085	-18.431	1
chrec2:200383	140.0	110.9	0.946	-18.347	1
chrec2:460750	102.8	70.8	1.148	-18.232	1
chrec2:579426	83.6	28.1	2.183	-17.832	1
chrec2:3839662	83.6	25.0	2.351	-17.833	1
chrec2:1254757	83.3	31.7	2.003	-17.834	1
chrec2:605463	83.2	17.0	2.898	-17.835	1
chrec2:1507845	101.6	71.3	1.121	-17.768	1
chrec2:208313	87.2	55.9	1.251	-17.673	1
chrec2:2658797	133.6	106.5	0.936	-17.589	1
chrec2:672306	124.2	95.7	0.986	-17.452	1
chrec2:3772035	89.3	58.9	1.210	-17.182	1
chrec2:1105664	98.4	70.1	1.098	-17.053	1
chrec2:3706783	82.8	36.7	1.783	-17.043	1
chrec2:3842510	82.8	43.0	1.554	-17.044	1
chrec2:1622677	82.8	22.4	2.495	-17.045	1
chrec2:3250904	82.6	28.3	2.158	-17.046	1
chrec2:1097105	82.5	20.2	2.637	-17.047	1
chrec2:2109111	82.2	30.0	2.062	-17.047	1
chrec2:697563	91.3	61.7	1.175	-16.725	1
chrec2:164219	81.9	37.6	1.732	-16.268	1
chrec2:2232407	81.7	15.7	2.987	-16.269	1
chrec2:1260300	81.7	33.5	1.898	-16.270	1
chrec2:947279	81.7	42.5	1.553	-16.271	1
chrec2:3057985	81.6	41.9	1.573	-16.272	1
chrec2:1124889	81.5	42.7	1.543	-16.272	1
chrec2:4424752	81.3	44.4	1.482	-16.273	1
chrec2:4200856	87.4	58.9	1.179	-16.225	1
chrec2:3341553	118.9	93.5	0.957	-15.967	1
chrec2:2082867	137.6	115.0	0.869	-15.604	1
chrec2:2986355	80.9	18.5	2.739	-15.513	1
chrec2:4495669	80.9	33.9	1.864	-15.513	1
chrec2:986383	80.9	44.7	1.465	-15.514	1
chrec2:2414258	80.8	38.6	1.675	-15.515	1
chrec2:2985810	80.6	9.9	3.634	-15.516	1
chrec2:1004873	80.4	32.8	1.904	-15.516	1
chrec2:578398	80.1	33.0	1.887	-15.517	1
chrec2:78477	97.1	71.2	1.057	-15.514	1
chrec2:3388781	87.5	62.3	1.101	-15.329	1
chrec2:1397694	88.3	63.6	1.084	-15.127	1
chrec2:4530320	80.0	11.8	3.374	-14.773	1
chrec2:4060739	79.6	27.0	2.169	-14.774	1
chrec2:2737209	79.5	41.6	1.545	-14.775	1
chrec2:4475633	79.5	38.6	1.652	-14.776	1
chrec2:883199	79.3	47.7	1.345	-14.776	1
chrec2:3842026	79.3	42.5	1.509	-14.777	1
chrec2:2269522	79.2	52.9	1.192	-14.778	1
chrec2:2855494	79.0	24.0	2.330	-14.779	1
chrec2:3981835	78.9	23.3	2.371	-14.050	1
chrec2:2763972	78.7	22.3	2.431	-14.050	1
chrec2:1906480	78.7	22.2	2.432	-14.051	1
chrec2:3709538	78.5	19.8	2.597	-14.052	1
chrec2:1653910	78.3	15.2	2.977	-14.053	1
chrec2:1666835	78.1	30.4	1.972	-14.053	1
chrec2:240190	78.0	22.7	2.390	-14.054	1
chrec2:34177	78.0	18.9	2.654	-14.055	1
chrec2:3165953	77.9	39.7	1.584	-13.343	1
chrec2:1896453	77.3	31.3	1.915	-13.344	1
chrec2:3836012	77.3	18.5	2.671	-13.344	1
chrec2:4379003	77.2	12.2	3.266	-13.345	1
chrec2:536703	77.1	8.7	3.763	-13.346	1
chrec2:459087	81.9	60.6	1.045	-13.273	1
chrec2:3182550	137.9	123.8	0.764	-13.163	1
chrec2:77560	80.1	58.4	1.066	-13.014	1
chrec2:3795766	76.7	30.7	1.929	-12.653	1
chrec2:2107630	76.4	33.3	1.808	-12.654	1
chrec2:3755412	657.1	812.7	0.303	-12.280	1
chrec2:1766149	76.0	15.0	2.954	-11.977	1
chrec2:239375	75.9	32.2	1.846	-11.978	1
chrec2:49907	75.7	52.5	1.135	-11.979	1
chrec2:583043	75.6	7.1	4.028	-11.980	1
chrec2:2207722	75.5	24.0	2.262	-11.981	1
chrec2:3800472	75.4	48.8	1.235	-11.981	1
chrec2:1419121	75.2	22.9	2.328	-11.982	1
chrec2:1511674	75.2	13.8	3.052	-11.983	1
chrec2:4008131	75.1	3.6	5.007	-11.984	1
chrec2:4107524	119.6	105.4	0.792	-11.963	1
chrec2:3235919	74.8	23.4	2.284	-11.325	1
chrec2:1275299	74.6	19.8	2.523	-11.325	1
chrec2:571527	74.5	33.0	1.784	-11.326	1
chrec2:4015209	74.4	22.7	2.323	-11.327	1
chrec2:3839124	74.4	19.6	2.530	-11.328	1
chrec2:1648847	74.3	18.5	2.619	-11.328	1
chrec2:1123082	74.3	16.7	2.766	-11.329	1
chrec2:1654131	74.2	9.8	3.534	-11.330	1
chrec2:1761298	74.0	35.6	1.665	-11.331	1
chrec2:3120248	95.6	81.7	0.836	-11.214	1
chrec2:3400378	168.1	170.3	0.591	-10.849	1
chrec2:1784613	73.8	12.4	3.181	-10.690	1
chrec2:4273785	73.5	31.7	1.825	-10.691	1
chrec2:3521066	73.3	36.4	1.619	-10.692	1
chrec2:4154827	73.3	55.5	1.012	-10.692	1
chrec2:583692	73.1	6.6	4.077	-10.693	1
chrec2:2055481	96.5	85.2	0.789	-10.620	1
chrec2:1910290	353.7	414.8	0.380	-10.573	1
chrec2:515064	73.0	18.5	2.592	-10.071	1
chrec2:2112153	72.9	37.7	1.560	-10.071	1
chrec2:1699977	72.6	21.1	2.392	-10.072	1
chrec2:559005	72.5	25.4	2.122	-10.073	1
chrec2:479184	104.4	97.6	0.707	-9.826	1
chrec2:4208723	96.4	88.2	0.738	-9.711	1
chrec2:3907811	80.8	67.4	0.873	-9.674	1
chrec2:1019134	71.5	35.1	1.635	-9.469	1
chrec2:3903380	71.5	30.4	1.842	-9.470	1
chrec2:4146445	71.4	15.3	2.836	-9.471	1
chrec2:3796517	71.3	7.2	3.925	-9.472	1
chrec2:1438690	71.1	7.3	3.895	-9.472	1
chrec2:197281	163.5	172.3	0.535	-9.455	1
chrec2:4007326	71.0	15.5	2.807	-8.886	1
chrec2:3576274	70.9	15.7	2.790	-8.886	1
chrec2:3486310	70.9	26.8	2.010	-8.887	1
chrec2:1727359	70.8	24.6	2.132	-8.888	1
chrec2:3305338	70.6	27.9	1.951	-8.889	1
chrec2:957082	70.2	20.7	2.372	-8.889	1
chrec2:2529245	70.1	27.8	1.941	-8.890	1
chrec2:3873770	70.1	21.4	2.322	-8.891	1
chrec2:2040174	79.7	68.9	0.819	-8.831	1
chrec2:2156091	69.9	30.9	1.785	-8.322	1
chrec2:1909762	69.4	9.4	3.489	-8.323	1
chrec2:3641909	69.3	49.4	1.097	-8.324	1
chrec2:3986875	69.3	16.3	2.699	-8.325	1
chrec2:1031092	69.3	24.7	2.099	-8.325	1
chrec2:2043459	69.0	38.1	1.467	-8.326	1
chrec2:2069621	72.2	63.4	0.798	-8.178	1
chrec2:4259945	68.9	43.3	1.279	-7.776	1
chrec2:3559713	68.7	41.1	1.352	-7.777	1
chrec2:643720	68.4	22.3	2.225	-7.778	1
chrec2:1714081	68.4	12.7	3.035	-7.779	1
chrec2:3633640	68.1	24.0	2.115	-7.779	1
chrec2:2523674	291.0	349.6	0.345	-7.760	1
chrec2:3367054	68.0	34.8	1.575	-7.248	1
chrec2:4355246	67.4	18.5	2.472	-7.249	1
chrec2:2586088	67.4	27.1	1.924	-7.250	1
chrec2:3342711	67.3	60.5	0.764	-7.251	1
chrec2:3267284	67.3	8.6	3.575	-7.251	1
chrec2:3989300	67.1	15.5	2.724	-7.252	1
chrec2:2707704	163.5	181.9	0.456	-7.222	1
chrec2:2409272	107.1	110.5	0.564	-7.081	1
chrec2:1568977	66.6	23.9	2.088	-6.741	1
chrec2:2275631	66.4	25.6	1.983	-6.741	1
chrec2:2523281	95.0	98.0	0.564	-6.426	1
